PlayerId,Name,rotoName,
2325495,,Larry Drew,
2530750,,Markel Brown,
3079021,,James Webb,
2399,,Emeka Okafor,
2990972,,Andrew White,
2488674,,Travis Wear,
3952343,,Jaylen Morris,
3059247,,Xavier Rathan-Mayes,
2982332,,Rodney Purvis,
6480,,Derrick Williams,
3997,,Brandon Jennings,
2982185,,Jameel Warney,
3064510,,Aaron Harrison,
3136696,,Wade Baldwin,
6428,,MarShon Brooks,
6499,,Xavier Silas,
2488713,,Jack Cooley,
6626,,Marquis Teague,
3059409,,Nigel Hayes,
2284046,,Omari Johnson,
2983727,,R.J. Hunter,
2234666,,Jonathan Gibson,
2141179,,Andre Ingram,
4000,,Ty Lawson,
4065649,,Harry Giles,
4277961,,Jaren Jackson,
4066383,,Miles Bridges,
3136183,,Yante Maten,
4277847,,Wendell Carter,
3147657,,Mikal Bridges,
3133602,,Sviatoslav Mykhailiuk,
3451,,Luc Mbah a Moute,
4278508,,Troy Brown,
2326411,,James Nunnally,
3943606,,Jerome Robinson,
3936294,,Isaiah Briscoe,
3138256,,DeVaughn Akoon-Purcell,
3133874,,Jaylen Adams,
4066211,,Robert Williams,
3934670,,Marcus Derrickson,
2982240,,Jaron Blossomgame,
3150844,,Moritz Wagner,
3136989,,Vincent Edwards,
3133843,,Jared Terrell,
2579492,,Julian Washburn,
3908807,,Deng Adel,
4277890,,Lonnie Walker,
3907385,,Brandon Sampson,
4236300,,Mitch Creek,
6594,,John Jenkins,
2595592,,Jordan Loyd,
2579279,,Jordan Sibert,
4066334,,Rawle Alkins,
6597,,Terrence Jones,
4277842,,Trevon Duval,
3057240,,Cameron Reynolds,
2585637,,Dairis Bertans,
3908806,,Ray Spalding,
6434,,Jimmer Fredette,
6644,,Scott Machado,
2528586,,Walter Lemon,
3138192,,Bonzie Colson,
2528586,,Walter Lemon Jr.,
4067469,,Jemerrio Jones,
3001309,,Dusty Hannahs,
3059356,,Billy Garrett,
3064320,,George King,
3926491,,Issac Humphries,
4291678,,Haywood Highsmith,
3911666,,Luis Montero,
2983512,,Xavier Munford,
2528803,,Jarell Eddie,
3057189,,Ben Moore,
2488938,,Reggie Hearn,
2994165,,Eric McCree,
2327832,,Trey McKinney-Jones,
2328418,,Scotty Hopson,
2489664,,David Stockton,
4064730,,Tim Quarterman,
4295,,JacobﾠEvans,
2018,,Kendrick Perkins ,
2198243,,Aaron Jackson,
4412182,,IsaiahﾠCanaan,
3059430,,Zach Lofton,
3155536,,Thomas Welsh,
3913546,,Melvin Frazier Jr.,
4277843,,Gary Trent Jr. ,
3947078,,Tyler Davis,
2489563,,Dj Stephens,
3074743,,Troy Caupain,
3136483,,J.P. Macura,
2282734,,Kalin Lucas,
4355392,,Emanuel Terry,
3058269,,Joe Chealey,
3136479,,Angel Delgado,
3129674,,Donte Grantham,
2992257,,Tahjere McCall,
4066490,,Kostas Antetokounmpo,
6464,,Donatas Motiejunas,
4341,,Nicolo Melli,
4278039,,Nickeil Alexander-Walker,
3919454,,Terence Davis,
4395651,,Coby White,
4278078,,PJ Washington,
4396907,,Darius Garland,
4397140,,KevinﾠPorter Jr.,
4277928,,Jarrett Culver,
4279888,,JaﾠMorant,
3906665,,Brandon Clarke,
4230554,,MarkoﾠGuduric,
3056247,,KendrickﾠNunn,
4395725,,Tyler Herro,
3923253,,Chris Silva,
4278521,,KZﾠOkpala,
4066218,,Grant Williams,
4066407,,Carsen Edwards,
3907498,,MatisseﾠThybulle,
4066648,,Rui Hachimura,
3945566,,Justin Robinson,
3913180,,Garrison Mathews,
3918423,,Admiral Schofield,
4395625,,RJﾠBarrett,
4423545,,Darius Bazley,
4066264,,WenyenﾠGabriel,
4066248,,Jared Harper,
4065732,,De'Andre Hunter,
4395627,,Cam Reddish,
4277952,,Bruno Fernando,
4065660,,MfionduﾠKabengele,
3907823,,TeranceﾠMann,
3133817,,EricﾠPaschall,
4065635,,KyﾠBowman,
4277956,,JordanﾠPoole,
2596112,,Javonte Green,
3133596,,Kelan Martin,
4066731,,Jalen McDaniels,
3138160,,Caleb Martin,
3138161,,Cody Martin,
4395652,,Nassir Little,
3914058,,Justin James,
3912292,,Jarrell Brantley,
2995105,,Stanton Kidd,
3064457,,Nigel Williams-Goss,
4066649,,ZachﾠNorvell,
4237215,,VincentﾠPoirier,
3904625,,Tacko Fall,
4348700,,GogaﾠBitadze,
4066367,,Tyler Cook,
3059311,,Matt Thomas,
4278049,,Daniel Gafford,
3138196,,Cameron Johnson,
4397077,,Jaxson Hayes,
4397008,,Romeo Langford,
4278104,,Michael Porter Jr.,
4278104,,Michael Porter,
4230557,,Vlatko Cancar,
3102533,,Thanasis Antetokounmpo,
3906603,,ChrisﾠClemons,
4397205,,Ignas BRAZDEIKIS,
4066212,,JordanﾠBone,
4066508,,Charlie Brown Jr.,
3134916,,JordanﾠMcLaughlin,
4278541,,JaylenﾠNowell,
4278067,,NicolasﾠClaxton,
3134932,,JohnﾠKonchar,
4395688,,JaylenﾠHoard,
4397126,,MosesﾠBrown,
4066851,,Miye Oni,
3059285,,Devon Hall,
4277882,,BrianﾠBowen,
3913220,,Daquan Jeffries,
3137713,,ZylanﾠCheatham,
3912848,,Dean Wade,
4278031,,OshaeﾠBrissett,
4065672,,Dewan Hernandez,
4395723,,KeldonﾠJohnson,
4065778,,Max Strus,
4423314,,SekouﾠDoumbouya,
4278080,,TremontﾠWaters,
3934721,,Juwan Morgan,
4065834,,Shamorie Ponds,
2608892,,Norvel Pelle,
4065733,,Ty Jerome,
4397020,Lu Dort,LuguentzﾠDort,
4396971,,Naz Reid,
4396991,,Talen Horton-Tucker,
3893059,,AnzejsﾠPasecniks,
4397103,,Louis King,
3143565,,Kevin Hervey,
4401415,,Alen Smailagic,
4349241,,Adam Mokoka,
3908819,,Rayjon Tucker,
4066387,,Amir Coffey,
3912278,,Josh Reaves,
3058030,,Paul Watson,
2991255,,Michael Frazier,
4065730,,Kyle Guy,
4423887,,Jalen Lecque,
3149036,,Matt Mooney,
4395628,,Zion Williamson,
3136746,,Vic Law,
3137259,,Gabe Vincent,
4066392,,Isaiah Roby,
3907788,,Jeremiah Martin,
4612593,,Marques Bolden,
3065284,,Eric Mika,
3149059,,Tariq Owens,
3138201,,M. Shayok,
4237239,,William Howard,
4401416,,Juan Toscano-Anderson,
6497,,Jeremy Pargo,
3907358,,Quinndary Weatherspoon,
3907359,,Malik Newman,
3911566,,Justin Wright-Foreman,
3907408,,Donta Hall,
3936298,,Mychal Mulder,
2579293,,Jarrod Uthoff,
4423309,,Luka Samanic,
2608899,,Sir'Dominic Pointer,
2594885,,Sheldon Mac,
4397140,,Kevin Porter,
4594268,,Anthony Edwards,
3138196,,Cam Johnson,
4278052,,Chuma Okeke,
4432809,,Cole Anthony,
4683021,,Deni Avdija,
3906786,,Dylan Windler,
4432822,,Isaac Okoro,
4432810,,Isaiah Stewart,
4431671,,Jaden McDaniels,
4066405,,Lamar Stevens,
4432816,,LaMelo Ball,
4431687,,Patrick Williams,
4066354,,Payton Pritchard,
4431679,,Precious Achiuwa,
4396959,,Reggie Perry,
4397136,,Saddiq Bey,
4683027,,Theo Maledon,
4395630,,Devin Vassell,
4277919,,Mo Bamba,
4432165,,Jalen Suggs,
4280151,,Corey Kispert,
4566434,,Franz Wagner,
4277813,,Herb Jones,
4437244,,Jalen Green,
4871144,,Alperen Sengun,
4431828,,KJ Martin,
4396993,,Tyrese Haliburton,
4432819,,Tre Mann,
4397183,,Aaron Wiggins,
4871145,,Josh Giddey,
4433134,,Scottie Barnes,
3136777,,Jae'Sean Tate,
4592402,,Chris Duarte,
4590530,,R.J. Hampton,
4431678,,Tyrese Maxey,
4702176,,Joshua Primo,
4066457,,Austin Reaves,
4683018,,Aleksej Pokusevski,
4397014,,Quentin Grimes,
4395724,,Immanuel Quickley,
4432811,,Josh Green,
4065656,,Trent Forrest,
4397189,,Jalen Smith,
4432170,,Isaiah Jackson,
4278355,,Obi Toppin,
4432168,,Josh Christopher,
2581184,,Anthony Gill,
4279815,,Terry Taylor,
4578893,,Vit Krejci,
4066317,,Lindy Waters,
4397235,,Duane Washington,
4277869,,Jose Alvarado,
4432166,,Cade Cunningham,
4702233,,JT Thor,
4683024,,Killian Hayes,
4433247,,Jonathan Kuminga,
4431675,,Trendon Watford,
4592492,,Bones Hyland,
4397166,,CJ Elleby,
4432161,,Greg Brown,
4277922,,Jericho Sims,
4432192,,Keon Johnson,
4397040,,Brandon Williams,
4278594,,Naji Marshall,
4396909,,Aaron Nesmith,
4432162,,Brandon Boston,
3059307,,Ish Wainright,
4431823,,Miles McBride,
4431690,,Zeke Nnaji,
4066446,,Elijah Hughes,
4432171,,Moses Moody,
4432158,,Evan Mobley,
4432174,,Cam Thomas,
4278053,,Davion Mitchell,
4397002,,Ayo Dosunmu,
4066668,,Malachi Flynn,
4397693,,Kessler Edwards,
4277916,,RJ Nembhard,
4278046,,Olivier Sarr,
4397885,,Dalano Banton,
4278067,,Nic Claxton,
4066320,,Desmond Bane,
4433137,,Ziaire Williams,
4277883,,Jordan Nwora,
3146557,,Jock Landale,
4397107,,David Duke,
4277957,,Isaiah Livers,
4431680,,Onyeka Okongwu,
2968334,,Facundo Campazzo,
2596247,,Keifer Sykes,
4278562,,Paul Reed,
4395626,,Tre Jones,
2490149,C. McCollum,C.J. McCollum,
2490149,C. McCollum,CJ McCollum,
4066240,B. Key,Braxton Key,
4432585,,AJ Griffin,
4395712,,Andrew Nembhard,
4683634,,Bennedict Mathurin,
4397102,,Bol Bol,
4433623,,Caleb Houstan,
4431767,,Christian Braun,
4431778,,Christian Koloko,
4432176,,Daishen Nix,
4432194,,Day'Ron Sharpe,
4432639,,Jabari Smith,
4433218,,Jaden Ivey,
4433621,,Jalen Duren,
4701230,,Jalen Johnson,
4431712,,James Bouknight,
4610139,,Jeremy Sochan,
3908336,,Matt Ryan,
4278076,,Nick Richards,
4432573,,Paolo Banchero,
4914336,,Shaedon Sharpe,
3899664,,Simone Fontecchio,
4433192,,Tari Eason,
4871143,,Usman Garuba,
4433136,,Walker Kessler,
4593041,,David Roddy,
4592691,,Jake LaRavia,
4432808,,James Wiseman,
4432813,,Jeremiah Robinson-Earl,
4594327,,Keegan Murray,
4397020,,Lu Dort,
4997528,,Nikola Jovic,
4997526,,Ousmane Dieng,
4593125,,Santi Aldama,
4432356,,Johnny Davis,
4278402,,Jordan Goodwin,
4067858,,Kevon Harris,
4397018,,Ochai Agbaji,
4065804,,Sam Hauser,
4397688,,Trey Murphy,
4066299,,Udoka Azubuike,
4683025,,Leandro Bolmaro,
4593803,,Jalen Williams,
4395702,,Isaiah Joe,
4433159,,Dalen Terry,CHI
4869342,,Dyson Daniels,NOP
2594922,,Otto Porter Jr.,TOR
4277964,,Xavier Tillman Sr.,MEM
4431699,,Kai Jones,
4432179,,MarJon Beauchamp,
4432582,,Max Christie,LAL
4565201,,Malaki Branham,SAS
4397886,,Charles Bassey,
4067017,,A.J. Lawson,DAL
4397475,,AJ Green,MIL
4066790,,Anthony Lamb,GSW
4683935,,Blake Wesley,SAS
4576086,,Bryce McGowens,CHA
4395676,,Buddy Boeheim,DET
4067735,,Carlik Jones,CHI
4397134,,Cole Swider,MIA
4278585,,Collin Gillespie,DEN
3913220,,DaQuan Jeffries,NYK
4396978,,Darius Days,HOU
4065697,,Dennis Smith,CHA
4431811,,Dereon Seabron,NOP
4870562,,Dominick Barlow,SAS
4066993,,Dru Smith,BKN
4432821,,E.J. Liddell,NOP
4066410,,Eugene Omoruyi,OKC
4277843,,Gary Trent,TOR
4277813,,Herbert Jones,NOP
4871140,,Ibou Badji,POR
4432815,,Isaiah Mobley,CLE
4715198,,Isaiah Todd,WAS
4432446,,Jabari Walker,POR
4065653,,Jack White,DEN
4278378,,Jacob Gilyard,MEM
4868423,,Jaden Hardy,DAL
4432164,,Jaden Springer,PHI
4278572,,Jamal Cain,MIA
4280245,,Jamaree Bouyea,MIA
4395695,,Jared Butler,WAS
4397119,,Jared Rhoden,DET
4397916,,Jason Preston,LAC
4065731,,Jay Huff,DEN
4683023,,Jay Scrubb,BOS
4432823,,Jaylin Williams,OKC
4576085,,JD Davison,BOS
4397821,,Jeenathan Williams,HOU
4066786,,Jeff Dowtin,TOR
4397033,,Joe Wieskamp,TOR
4432588,,John Butler,POR
4432817,,Johnny Juzang,UTA
4687718,,Josh Minott,MIN
4592479,,Julian Champagnie,SAS
4433254,,Kendall Brown,IND
4432646,,Kennedy Chandler,MEM
4585610,,Kenneth Lofton,MEM
4431828,,Kenyon Martin,LAC
4702177,,Keon Ellis,SAC
4395698,,Kira Lewis,NOP
4431720,,Lester Quinones,GSW
4277887,,Lindell Wigginton,MIL
4277951,,Luka Garza,MIN
3056245,,Malcolm Hill,CHI
3947156,,Mamadi Diakite,CLE
4701232,,Mark Williams,CHA
4683622,,Marko Simonovic,CHI
4277848,,Marvin Bagley,DET
4278507,,McKinley Wright,DAL
4066399,,Micah Potter,UTA
4433249,,Moussa Diabate,LAC
4067325,,Nathan Knight,MIN
4397424,,Neemias Queta,SAC
3074213,,Omer Yurtseven,MIA
4593049,,Orlando Robinson,MIA
4278078,,P.J. Washington,CHA
4433246,,Patrick Baldwin,GSW
4576087,,Peyton Watson,DEN
4397251,,Ron Harper,TOR
4591725,,Ryan Rollins,GSW
4278124,,Saben Lee,PHO
4066757,,Sam Merrill,CLE
4278580,,Sandro Mamukelashvili,MIL
4431785,,Scotty Pippen,LAL
2982334,,T.J. Warren,PHO
2528210,,Tim Hardaway,DAL
4409222,,Trevelin Queen,IND
5075393,,Trevor Hudgins,HOU
4432645,,Trevor Keels,NYK
4397179,,Tyrese Martin,ATL
4683749,,TyTy Washington,HOU
4431669,,Vernon Carey,WAS
4397227,,Vince Williams,MEM
4592187,,Wendell Moore,MIN
3129932,,Xavier Cooks,WAS
4277964,,Xavier Tillman,MEM
4432907,,Justin Champagnie,
4592216,,Alondes Williams,
4701031,,Jordan Hall,
